AL0000001762024,MACEIO,01,19012024
AL0000001762024,MACEIO,00,19012024
AL0000001772024,MACEIO,01,25012024
AL0000001772024,MACEIO,01,25012024
AL0000001782024,MACEIO,01,31012024
AL0000001782024,MACEIO,01,31012024
AL0000001782024,MACEIO,01,31012024
AL0000001792024,MACEIO,14,20012024
AL0000001792024,MACEIO,06,20012024
AL0000001802024,MACEIO,01,17012024
AL0000001802024,MACEIO,01,17012024
AL0000001812024,MACEIO,14,16012024
AL0000001822024,MACEIO,01,25012024
AL0000001832024,MACEIO,01,23012024
AL0000001832024,MACEIO,00,23012024
AL0000001842024,MACEIO,01,18012024
AL0000001842024,MACEIO,01,18012024
AL0000001852024,MACEIO,01,12012024
AL0000001852024,MACEIO,01,12012024
AL0000001852024,MACEIO,01,12012024
AL0000001862024,MACEIO,01,22012024
AL0000001862024,MACEIO,01,22012024
AL0000001872024,MACEIO,01,25012024
AL0000001872024,MACEIO,01,25012024
AL0000001872024,MACEIO,00,25012024
AL0000001882024,ARAPIRACA,01,09012024
AL0000001882024,ARAPIRACA,00,09012024
AL0000001892024,ATALAIA,01,19012024
AL0000001902024,ARAPIRACA,01,02012024
AL0000001902024,ARAPIRACA,14,02012024
AL0000001912024,ARAPIRACA,04,09012024
AL0000001912024,ARAPIRACA,14,09012024
AL0000001922024,ARAPIRACA,01,03012024
AL0000001922024,ARAPIRACA,01,03012024
AL0000001932024,MACEIO,01,24022024
AL0000001932024,MACEIO,01,24022024
AL0000001942024,MACEIO,01,13012024
AL0000001942024,MACEIO,01,13012024
AL0000001952024,MACEIO,01,23012024
AL0000001952024,MACEIO,01,23012024
AL0000001962024,LIMOEIRO DE ANADIA,14,21012024
AL0000001972024,TAQUARANA,14,28012024
AL0000001972024,TAQUARANA,01,28012024
AL0000001982024,JARAMATAIA,01,26012024
AL0000001982024,JARAMATAIA,01,26012024
AL0000001992024,ARAPIRACA,04,22012024
AL0000001992024,ARAPIRACA,01,22012024
AL0000001992024,ARAPIRACA,01,22012024
AL0000002002024,MACEIO,15,31012024
AL0000002002024,MACEIO,00,31012024
AL0000002012024,MACEIO,01,26012024
AL0000002012024,MACEIO,14,26012024
AL0000002022024,CRAIBAS,14,26012024
AL0000002022024,CRAIBAS,14,26012024
AL0000002032024,JACARE DOS HOMENS,04,26012024
AL0000002042024,JACARE DOS HOMENS,01,31012024
AL0000002052024,MARECHAL DEODORO,06,04012024
AL0000002052024,MARECHAL DEODORO,06,04012024
AL0000002062024,MARECHAL DEODORO,01,24012024
AL0000002062024,MARECHAL DEODORO,01,24012024
AL0000002072024,MARECHAL DEODORO,14,23012024
AL0000002072024,MARECHAL DEODORO,06,23012024
AL0000002082024,MACEIO,01,10012024
AL0000002092024,MACEIO,01,15012024
AL0000002102024,ARAPIRACA,14,22012024
AL0000002112024,MARAGOGI,01,23012024
AL0000002122024,PORTO CALVO,01,10012024
AL0000002132024,SANTANA DO IPANEMA,01,06012024
AL0000002142024,IGACI,04,21012024
AL0000002142024,IGACI,01,21012024
AL0000002152024,COITE DO NOIA,14,10012024
AL0000002152024,COITE DO NOIA,01,10012024
AL0000002162024,JEQUIA DA PRAIA,01,21012024
AL0000002162024,JEQUIA DA PRAIA,01,21012024
AL0000002172024,MARECHAL DEODORO,01,11012024
AL0000002172024,MARECHAL DEODORO,06,11012024
AL0000002182024,MARECHAL DEODORO,06,20012024
AL0000002182024,MARECHAL DEODORO,06,20012024
AL0000002192024,BARRA DE SANTO ANTONIO,01,02012024
AL0000002192024,BARRA DE SANTO ANTONIO,01,02012024
AL0000002202024,JAPARATINGA,01,18012024
AL0000002202024,JAPARATINGA,01,18012024
AL0000002212024,PARIPUEIRA,01,04012024
AL0000002212024,PARIPUEIRA,01,04012024
AL0000002222024,MACEIO,01,20012024
AL0000002222024,MACEIO,14,20012024
AL0000002232024,MACEIO,01,05012024
AL0000002232024,MACEIO,01,05012024
AL0000002242024,BARRA DE SAO MIGUEL,01,07012024
AL0000002242024,BARRA DE SAO MIGUEL,01,07012024
AL0000002252024,ARAPIRACA,01,16012024
AL0000002252024,ARAPIRACA,01,16012024
AL0000002262024,MARECHAL DEODORO,17,07012024
AL0000002262024,MARECHAL DEODORO,06,07012024
AL0000002272024,MARECHAL DEODORO,01,27012024
AL0000002272024,MARECHAL DEODORO,01,27012024
AL0000002282024,MACEIO,14,10012024
AL0000002282024,MACEIO,01,10012024
AL0000002292024,MACEIO,14,09022024
AL0000002302024,MARECHAL DEODORO,01,09012024
AL0000002302024,MARECHAL DEODORO,14,09012024
AL0000002312024,MACEIO,01,29012024
AL0000002312024,MACEIO,01,29012024
AL0000002322024,MARECHAL DEODORO,14,09012024
AL0000002332024,MACEIO,01,06012024
AL0000002332024,MACEIO,14,06012024
AL0000002342024,ARAPIRACA,01,16012024
AL0000002342024,ARAPIRACA,01,16012024
AL0000002352024,ARAPIRACA,14,14012024
AL0000002352024,ARAPIRACA,01,14012024
AL0000002362024,MARECHAL DEODORO,01,06012024
AL0000002362024,MARECHAL DEODORO,01,06012024
AL0000002372024,BARRA DE SAO MIGUEL,01,14012024
AL0000002372024,BARRA DE SAO MIGUEL,06,14012024
AL0000002382024,ARAPIRACA,14,07012024
AL0000002382024,ARAPIRACA,09,07012024
AL0000002392024,MACEIO,14,18012024
AL0000002392024,MACEIO,14,18012024
AL0000002402024,RIO LARGO,01,02012024
AL0000002402024,RIO LARGO,14,02012024
AL0000002412024,MARAGOGI,01,06012024
AL0000002412024,MARAGOGI,01,06012024
AL0000002422024,SAO LUIS DO QUITUNDE,01,22012024
AL0000002422024,SAO LUIS DO QUITUNDE,04,22012024
AL0000002432024,PORTO CALVO,17,05012024
AL0000002432024,PORTO CALVO,04,05012024
AL0000002432024,PORTO CALVO,01,05012024
AL0000002442024,COITE DO NOIA,01,06012024
