AL0000001002022,24012022
AL0000001012022,23012022
AL0000001022022,23012022
AL0000001032022,21012022
AL0000001042022,19012022
AL0000001052022,18012022
AL0000001062022,19012022
AL0000001072022,16012022
AL0000001082022,15012022
AL0000001092022,13012022
AL0000001102022,20012022
AL0000001112022,06012022
AL0000001122022,12012022
AL0000001132022,25012022
AL0000001142022,09012022
AL0000001152022,09012022
AL0000001162022,06012022
AL0000001172022,11012022
AL0000001182022,07012022
AL0000001192022,07012022
AL0000001202022,18012022
AL0000001212022,06012022
AL0000001222022,14012022
AL0000001232022,04012022
AL0000001242022,04012022
AL0000001252022,06012022
AL0000001262022,04012022
AL0000001272022,12012022
AL0000001282022,03012022
AL0000001292022,14012022
AL0000001302022,12012022
AL0000001312022,02012022
AL0000001322022,15012022
AL0000001332022,01012022
AL0000001342022,15012022
AL0000001352022,18012022
AL0000001362022,10012022
AL0000001372022,10012022
AL0000001382022,20012022
AL0000001392022,31012022
AL0000001402022,10012022
AL0000001412022,14012022
AL0000001422022,19012022
AL0000001432022,26012022
AL0000001442022,26012022
AL0000001452022,25012022
AL0000001462022,25012022
AL0000001472022,27012022
AL0000001482022,28012022
AL0000001492022,29012022
AL0000001502022,28012022
AL0000001512022,27012022
AL0000001522022,28012022
AL0000001532022,28012022
AL0000001542022,23012022
AL0000001552022,25012022
AL0000001562022,07012022
AL0000001572022,23012022
AL0000001582022,19012022
AL0000001592022,18012022
AL0000001602022,17012022
AL0000001612022,23012022
AL0000001622022,24012022
AL0000001632022,21012022
AL0000001642022,28012022
AL0000001652022,29012022
AL0000001662022,31012022
AL0000001672022,30012022
AL0000001682022,29012022
AL0000001692022,31012022
AL0000001702022,18012022
AL0000001712022,26012022
AL0000001722022,01012022
AL0000001732022,13012022
AL0000001742022,10012022
AL0000001752022,05012022
AL0000001762022,30012022
AL0000001772022,03012022
AL0000001782022,29012022
AL0000001792022,03012022
AL0000001802022,10012022
AL0000001812022,10012022
AL0000001822022,05012022
AL0000001832022,06012022
AL0000001842022,06012022
AL0000001852022,05012022
AL0000001862022,03012022
AL0000001872022,25012022
AL0000001882022,14012022
AL0000001892022,25012022
AL0000001902022,13012022
AL0000001912022,24012022
AL0000001922022,14012022
AL0000001932022,14012022
AL0000001942022,24012022
AL0000001952022,22012022
AL0000001962022,22012022
AL0000001972022,22012022
AL0000001982022,22012022
AL0000001992022,22012022
AL0000002002022,22012022
AL0000002012022,18012022
AL0000002022022,18012022
AL0000002032022,18012022
AL0000002042022,15012022
AL0000002052022,02012022
AL0000002062022,01012022
AL0000002072022,07012022
AL0000002082022,07012022
AL0000002092022,08012022
AL0000002102022,08012022
AL0000002112022,08012022
AL0000002122022,10012022
AL0000002132022,11012022
AL0000002142022,11012022
AL0000002152022,12012022
AL0000002162022,13012022
AL0000002172022,15012022
AL0000002182022,16012022
AL0000002192022,16012022
AL0000002202022,18012022
AL0000002212022,19012022
AL0000002222022,23012022
AL0000002232022,23012022
AL0000002242022,21012022
AL0000002252022,21012022
AL0000002262022,19012022
AL0000002272022,20012022
AL0000002282022,19012022
AL0000002292022,20012022
AL0000002302022,19012022
AL0000003462022,03012022
AL0000003472022,06012022
AL0000003482022,07012022
AL0000003492022,08012022
AL0000003502022,08012022
AL0000003512022,10012022
AL0000003522022,11012022
AL0000003532022,12012022
AL0000003542022,12012022
AL0000003582022,05012022
AL0000003592022,04012022
AL0000002312022,01022022
AL0000002322022,02022022
AL0000002332022,08022022
AL0000002342022,04022022
AL0000002352022,07022022
AL0000002362022,10022022
AL0000002372022,11022022
AL0000002382022,10022022
AL0000002392022,12022022
AL0000002402022,01022022
AL0000002412022,02022022
AL0000002422022,13022022
AL0000002432022,11022022
AL0000002442022,14022022
AL0000002452022,14022022
AL0000002462022,08022022
AL0000002472022,08022022
AL0000002482022,12022022
AL0000002492022,16022022
AL0000002502022,20022022
AL0000002512022,20022022
AL0000002522022,21022022
AL0000002532022,22022022
AL0000002542022,22022022
AL0000002552022,25022022
AL0000002682022,05022022
AL0000002692022,06022022
AL0000002702022,15022022
AL0000002712022,04022022
AL0000002722022,20022022
AL0000002732022,11022022
AL0000002742022,18022022
AL0000002752022,12022022
AL0000002762022,24022022
AL0000002562022,04022022
AL0000002572022,04022022
AL0000002582022,04022022
AL0000002592022,04022022
AL0000002602022,05022022
AL0000002612022,05022022
AL0000002622022,06022022
AL0000002632022,06022022
AL0000002642022,06022022
AL0000002652022,07022022
AL0000002662022,07022022
AL0000002672022,08022022
AL0000002772022,08022022
AL0000002782022,09022022
AL0000002792022,11022022
AL0000002802022,28022022
AL0000002812022,26022022
AL0000002822022,12022022
AL0000002832022,12022022
AL0000002842022,27022022
AL0000002852022,12022022
AL0000002862022,27022022
AL0000002872022,27022022
AL0000002882022,26022022
AL0000002892022,13022022
AL0000002902022,26022022
AL0000002912022,26022022
AL0000002922022,13022022
AL0000002932022,26022022
AL0000002942022,13022022
AL0000002952022,25022022
AL0000002962022,13022022
AL0000002972022,06022022
AL0000002982022,25022022
AL0000002992022,25022022
AL0000003002022,14022022
AL0000003012022,14022022
AL0000003022022,22022022
AL0000003032022,05022022
AL0000003042022,21022022
AL0000003052022,15022022
AL0000003062022,21022022
AL0000003072022,18022022
AL0000003082022,20022022
AL0000003092022,20022022
AL0000003102022,20022022
AL0000003112022,05022022
AL0000003122022,26022022
AL0000003132022,07022022
AL0000003142022,02022022
AL0000003152022,14022022
AL0000003162022,19022022
AL0000003172022,16022022
AL0000003182022,23022022
AL0000003192022,27022022
AL0000003202022,27022022
AL0000003212022,26022022
AL0000003222022,25022022
AL0000003232022,23022022
AL0000003242022,23022022
AL0000003252022,22022022
AL0000003262022,21022022
AL0000003272022,21022022
AL0000003282022,21022022
AL0000003292022,01022022
AL0000003302022,01022022
AL0000003312022,20022022
AL0000003322022,02022022
AL0000003332022,19022022
AL0000003342022,18022022
AL0000003352022,03022022
AL0000003362022,14022022
AL0000003372022,13022022
AL0000003382022,11022022
AL0000003392022,11022022
AL0000003402022,08022022
AL0000003412022,08022022
AL0000003422022,07022022
AL0000003432022,20022022
AL0000003442022,06022022
AL0000003452022,03022022
AL0000003552022,06022022
AL0000003562022,06022022
AL0000003572022,04022022
AL0000003602022,19022022
AL0000003612022,13022022
AL0000003622022,19022022
AL0000003632022,17022022
AL0000003642022,28022022
AL0000003652022,20022022
AL0000003662022,28022022
AL0000003672022,13022022
AL0000003682022,16022022
AL0000003692022,27022022
AL0000003702022,20022022
AL0000003712022,07022022
AL0000003722022,17022022
AL0000003732022,26022022
AL0000003742022,09022022
AL0000003752022,20022022
AL0000003762022,16022022
AL0000003772022,24022022
AL0000003782022,07022022
AL0000003792022,06022022
AL0000003802022,23022022
AL0000003812022,09022022
AL0000003822022,17022022
AL0000003832022,05022022
AL0000003842022,01022022
AL0000003852022,09022022
AL0000003862022,13022022
AL0000003872022,02022022
AL0000003882022,20022022
AL0000003892022,12022022
AL0000003902022,15022022
AL0000003912022,13022022
AL0000003922022,13022022
AL0000003932022,06022022
AL0000003942022,06022022
AL0000003952022,15022022
AL0000003962022,08022022
AL0000003972022,16022022
AL0000003982022,10022022
AL0000003992022,19022022
AL0000004002022,18022022
AL0000004012022,18022022
AL0000004022022,20022022
AL0000004032022,27022022
AL0000004042022,19022022
AL0000004052022,16022022
AL0000004062022,26022022
AL0000004072022,21022022
AL0000004082022,26022022
AL0000004092022,25022022
AL0000004102022,15022022
AL0000004112022,26022022
AL0000004122022,24022022
AL0000004132022,28022022
AL0000004142022,24022022
AL0000004152022,27022022
AL0000004162022,28022022
AL0000004182022,25022022
AL0000005542022,11022022
AL0000005552022,13022022
AL0000005562022,14022022
AL0000005572022,15022022
AL0000005582022,15022022
AL0000005592022,16022022
AL0000005602022,16022022
AL0000005612022,16022022
AL0000005622022,17022022
AL0000005632022,18022022
AL0000005642022,18022022
AL0000005652022,19022022
AL0000005662022,20022022
AL0000005672022,22022022
AL0000005682022,24022022
AL0000005692022,24022022
AL0000005702022,25022022
AL0000005712022,26022022
AL0000005722022,28022022
AL0000005732022,24022022
AL0000004192022,02032022
AL0000004202022,02032022
AL0000004212022,06032022
AL0000004222022,07032022
AL0000004232022,03032022
AL0000004242022,01032022
AL0000004252022,13032022
AL0000004262022,25032022
AL0000004272022,27032022
AL0000004172022,13032022
AL0000004282022,26032022
AL0000004292022,28032022
AL0000004302022,31032022
AL0000004312022,30032022
AL0000004322022,29032022
AL0000004332022,01032022
AL0000004342022,06032022
AL0000004352022,07032022
AL0000004362022,07032022
AL0000004372022,08032022
AL0000004382022,12032022
AL0000004392022,12032022
AL0000004402022,12032022
AL0000004412022,13032022
AL0000004422022,21032022
AL0000004432022,23032022
AL0000004442022,23032022
AL0000004452022,17032022
AL0000004462022,26032022
AL0000004472022,26032022
AL0000004482022,26032022
AL0000004492022,22032022
AL0000004502022,23032022
AL0000004512022,29032022
AL0000004522022,29032022
AL0000004532022,30032022
AL0000004542022,03032022
AL0000004552022,04032022
AL0000004562022,05032022
AL0000004572022,05032022
AL0000004582022,06032022
AL0000004592022,06032022
AL0000004602022,06032022
AL0000004612022,06032022
AL0000004622022,07032022
AL0000004632022,09032022
AL0000004642022,02032022
AL0000004652022,10032022
AL0000004662022,10032022
AL0000004672022,11032022
AL0000004682022,12032022
AL0000004692022,12032022
AL0000004702022,12032022
AL0000004712022,13022022
AL0000004722022,13032022
AL0000004732022,13032022
AL0000004742022,13032022
AL0000004752022,14032022
AL0000004762022,15032022
AL0000004772022,16032022
AL0000004782022,16032022
AL0000004792022,25032022
AL0000004802022,26032022
AL0000004812022,27032022
AL0000004822022,12032022
AL0000004832022,28032022
AL0000004842022,28032022
AL0000004852022,28032022
AL0000004862022,27032022
AL0000004872022,10032022
AL0000004882022,12032022
AL0000004892022,13032022
AL0000004902022,14032022
AL0000004912022,29032022
AL0000004922022,29032022
AL0000004932022,27032022
AL0000004942022,27032022
AL0000004952022,05032022
AL0000004962022,27032022
AL0000004972022,26032022
AL0000004982022,31032022
AL0000004992022,31032022
AL0000005002022,26032022
AL0000005012022,26032022
AL0000005022022,24032022
AL0000005032022,24032022
AL0000005042022,23032022
AL0000005052022,23032022
AL0000005062022,23032022
AL0000005072022,23032022
AL0000005082022,29032022
AL0000005092022,22032022
AL0000005102022,13032022
AL0000005112022,21032022
AL0000005122022,20032022
AL0000005132022,11032022
AL0000005142022,19032022
AL0000005152022,11032022
AL0000005162022,08032022
AL0000005172022,17032022
AL0000005182022,17032022
AL0000005192022,07032022
AL0000005202022,17032022
AL0000005212022,05032022
AL0000005222022,05032022
AL0000005232022,15032022
AL0000005242022,25032022
AL0000005252022,15032022
AL0000005262022,25032022
AL0000005272022,23032022
AL0000005282022,23032022
AL0000005292022,14032022
AL0000005302022,14032022
AL0000005312022,14032022
AL0000005322022,14032022
AL0000005332022,12032022
AL0000005342022,01032022
AL0000005352022,01032022
AL0000005362022,02032022
AL0000005372022,03032022
AL0000005382022,04032022
AL0000005392022,05032022
AL0000005402022,07032022
AL0000005412022,09032022
AL0000005422022,09032022
AL0000005432022,12032022
AL0000005442022,01032022
AL0000005452022,27032022
AL0000005462022,22032022
AL0000005472022,19032022
AL0000005482022,09032022
AL0000005492022,19032022
AL0000005502022,14032022
AL0000005512022,18032022
AL0000005522022,15032022
AL0000005532022,15032022
AL0000005742022,06032022
AL0000005752022,11032022
AL0000005762022,04032022
AL0000005772022,04032022
AL0000005782022,01032022
AL0000005792022,04032022
AL0000005802022,17032022
AL0000005812022,06032022
AL0000005822022,03032022
AL0000005832022,23032022
AL0000005842022,10032022
AL0000005852022,11032022
AL0000005862022,13032022
AL0000005872022,14032022
AL0000005882022,18032022
AL0000005892022,16032022
AL0000005902022,10032022
AL0000005912022,23032022
AL0000005922022,11032022
AL0000005932022,10032022
AL0000005942022,07032022
AL0000005952022,17032022
AL0000005962022,15032022
AL0000005972022,15032022
AL0000005982022,05032022
AL0000005992022,01032022
AL0000006002022,18032022
AL0000006012022,22032022
AL0000006022022,01032022
AL0000006032022,13032022
AL0000006042022,15032022
AL0000006052022,15032022
AL0000006062022,24032022
AL0000006072022,15032022
AL0000006082022,02032022
AL0000006092022,16032022
AL0000006102022,13032022
AL0000006112022,13032022
AL0000006122022,13032022
AL0000006132022,13032022
AL0000006142022,05032022
AL0000006152022,13032022
AL0000006162022,12032022
AL0000006172022,03032022
AL0000006182022,02032022
AL0000006192022,11032022
AL0000006202022,08032022
AL0000006212022,26032022
AL0000006222022,29032022
AL0000006232022,31032022
AL0000006242022,26032022
AL0000006252022,28032022
AL0000006262022,08032022
AL0000006272022,03032022
AL0000006282022,03032022
AL0000006292022,30032022
AL0000006302022,23032022
AL0000006312022,22032022
AL0000006322022,20032022
AL0000006332022,16032022
AL0000006342022,29032022
AL0000006352022,30032022
AL0000006362022,25032022
AL0000006372022,29032022
AL0000006382022,23032022
AL0000006392022,23032022
AL0000006402022,08032022
AL0000006412022,01042022
AL0000006422022,01042022
AL0000006432022,01042022
AL0000006442022,05042022
AL0000006452022,05042022
AL0000006462022,09042022
AL0000006472022,09042022
AL0000006482022,13042022
AL0000006492022,13042022
AL0000006502022,16042022
AL0000006512022,16042022
AL0000006522022,16042022
AL0000006532022,17042022
AL0000006542022,20042022
AL0000006552022,22042022
AL0000006562022,23042022
AL0000006572022,29042022
AL0000006582022,30042022
AL0000006592022,30042022
AL0000006602022,02042022
AL0000006612022,01042022
AL0000006622022,01042022
AL0000006632022,01042022
AL0000006642022,28042022
AL0000006652022,01042022
AL0000006662022,26042022
AL0000006672022,03042022
AL0000006682022,24042022
AL0000006692022,24042022
AL0000006702022,03042022
AL0000006712022,04042022
AL0000006722022,05042022
AL0000006732022,05042022
AL0000006742022,06042022
AL0000006752022,06042022
AL0000006762022,07042022
AL0000006772022,08042022
AL0000006782022,08042022
AL0000006792022,10042022
AL0000006802022,13042022
AL0000006812022,25042022
AL0000006822022,25042022
AL0000006832022,22042022
AL0000006842022,14042022
AL0000006852022,21042022
AL0000006862022,20042022
AL0000006872022,14042022
AL0000006882022,17042022
AL0000006892022,17042022
AL0000006902022,14042022
AL0000006912022,20042022
AL0000006922022,14042022
AL0000006932022,13042022
AL0000006942022,16042022
AL0000006952022,18042022
AL0000006962022,18042022
AL0000006972022,11042022
AL0000006982022,19042022
AL0000006992022,10042022
AL0000007002022,20042022
AL0000007012022,20042022
AL0000007022022,21042022
AL0000007032022,10042022
AL0000007042022,22042022
AL0000007052022,09042022
AL0000007062022,23042022
AL0000007072022,09042022
AL0000007082022,23042022
AL0000007092022,08042022
AL0000007102022,24042022
AL0000007112022,08042022
AL0000007122022,07042022
AL0000007132022,24042022
AL0000007142022,24042022
AL0000007152022,24042022
AL0000007162022,24042022
AL0000007172022,07042022
AL0000007182022,05042022
AL0000007192022,04042022
AL0000007202022,24042022
AL0000007212022,04042022
AL0000007222022,25042022
AL0000007232022,26042022
AL0000007242022,26042022
AL0000007252022,26042022
AL0000007262022,27042022
AL0000007272022,28042022
AL0000007282022,30042022
AL0000007292022,30042022
AL0000007302022,30042022
AL0000007312022,04042022
AL0000007322022,30042022
AL0000007332022,25042022
AL0000007342022,15042022
AL0000007352022,14042022
AL0000007362022,06042022
AL0000007372022,02042022
AL0000007382022,08042022
AL0000007392022,11042022
AL0000007402022,16042022
AL0000007412022,17042022
AL0000007422022,13042022
AL0000007432022,22042022
AL0000007512022,02042022
AL0000007522022,02042022
AL0000007532022,03042022
AL0000007542022,03042022
AL0000007552022,02042022
AL0000007562022,03042022
AL0000007572022,03042022
AL0000007582022,04042022
AL0000007592022,04042022
AL0000007602022,04042022
AL0000007612022,07042022
AL0000007622022,08042022
AL0000007632022,10042022
AL0000007642022,10042022
AL0000007652022,11042022
AL0000007662022,11042022
AL0000007672022,11042022
AL0000007682022,12042022
AL0000007692022,12042022
AL0000007702022,15042022
AL0000007712022,15042022
AL0000007722022,16042022
AL0000007732022,16042022
AL0000007742022,17042022
AL0000007752022,19042022
AL0000007762022,21042022
AL0000007772022,05042022
AL0000007782022,20042022
AL0000007792022,22042022
AL0000007802022,22042022
AL0000007812022,23042022
AL0000007822022,23042022
AL0000007832022,24042022
AL0000007842022,26042022
AL0000007852022,28042022
AL0000007862022,28042022
AL0000007872022,29042022
AL0000007882022,29042022
AL0000007892022,29042022
AL0000007902022,30042022
AL0000007442022,08012022
AL0000007452022,09012022
AL0000007462022,12012022
AL0000007472022,16012022
AL0000007482022,17012022
AL0000007492022,24012022
AL0000007502022,28012022
AL0000007912022,30012022
AL0000007922022,30012022
AL0000007932022,03022022
AL0000007942022,04022022
AL0000007952022,05012022
AL0000007962022,08022022
AL0000007972022,08022022
AL0000007982022,10022022
AL0000007992022,11022022
AL0000008002022,12022022
AL0000008012022,13022022
AL0000008022022,27022022
AL0000008032022,14022022
AL0000008042022,21022022
AL0000008052022,04022022
AL0000008062022,26022022
AL0000008072022,12032022
AL0000008082022,03032022
AL0000008092022,08032022
AL0000008102022,08032022
AL0000008112022,10032022
AL0000008122022,04032022
AL0000008132022,16032022
AL0000008142022,19032022
AL0000008152022,03042022
AL0000008162022,04042022
AL0000008172022,17042022
AL0000008182022,04042022
AL0000008192022,06042022
AL0000008202022,10042022
AL0000008212022,17042022
AL0000008222022,28042022
AL0000008232022,17042022
AL0000008242022,19042022
AL0000008252022,21042022
AL0000008262022,11042022
AL0000008272022,24042022
AL0000008282022,20042022
AL0000008292022,05042022
AL0000008302022,09042022
AL0000008312022,27042022
AL0000008322022,15042022
AL0000008332022,17042022
AL0000008342022,17042022
AL0000008352022,23042022
AL0000008362022,20042022
AL0000008372022,08042022
AL0000008382022,15042022
AL0000008392022,14042022
AL0000008402022,13042022
AL0000008412022,28042022
AL0000008422022,29042022
AL0000008432022,25042022
AL0000008442022,24042022
AL0000008452022,27042022
AL0000008462022,03042022
AL0000008472022,28042022
AL0000008482022,12042022
AL0000008492022,29042022
AL0000008502022,02042022
AL0000008512022,22042022
AL0000008522022,18042022
AL0000008532022,23042022
AL0000008542022,07042022
AL0000008552022,20042022
AL0000008562022,28042022
AL0000008572022,24042022
AL0000008582022,20042022
AL0000008592022,30042022
AL0000008602022,28042022
AL0000008612022,16042022
AL0000008622022,18042022
AL0000008632022,15042022
AL0000008642022,03042022
AL0000008652022,02042022
AL0000008662022,17042022
AL0000008672022,10042022
AL0000008682022,09042022
AL0000008692022,08042022
AL0000008702022,11042022
AL0000008712022,17042022
AL0000008722022,24042022
AL0000008732022,24042022
AL0000008742022,18042022
AL0000008752022,30042022
AL0000008762022,29042022
AL0000008772022,25042022
AL0000008782022,17042022
AL0000008792022,30042022
AL0000008802022,30042022
AL0000008812022,12042022
AL0000008822022,13042022
AL0000008832022,14042022
AL0000008842022,29042022
AL0000008852022,17042022
AL0000008862022,11042022
AL0000008872022,04042022
AL0000008882022,05042022
AL0000008892022,04042022
AL0000008902022,22042022
AL0000008912022,06042022
AL0000008922022,14042022
AL0000008932022,14042022
AL0000008942022,08042022
AL0000008952022,12042022
AL0000008962022,28042022
AL0000008972022,02052022
AL0000008982022,03052022
AL0000008992022,06052022
AL0000009002022,07052022
AL0000009012022,07052022
AL0000009022022,07052022
AL0000009032022,20052022
AL0000009042022,21052022
AL0000009052022,23052022
AL0000009062022,27052022
AL0000009072022,21052022
AL0000009082022,27052022
AL0000009092022,28052022
AL0000009102022,31052022
AL0000009112022,31052022
AL0000009122022,02052022
AL0000009132022,03052022
AL0000009142022,04052022
AL0000009152022,04052022
AL0000009162022,06052022
AL0000009172022,02052022
AL0000009182022,09052022
AL0000009192022,07052022
AL0000009202022,08052022
AL0000009212022,11052022
AL0000009222022,12052022
AL0000009232022,12052022
AL0000009242022,14052022
AL0000009252022,14052022
AL0000009262022,14052022
AL0000009272022,22052022
AL0000009282022,17052022
AL0000009292022,26052022
AL0000009302022,28052022
AL0000009312022,27052022
AL0000009322022,27052022
AL0000009332022,28052022
AL0000009342022,18052022
AL0000022402021,14122021
AL0000009352022,01052022
AL0000009362022,01052022
AL0000009372022,02052022
AL0000009382022,04052022
AL0000009392022,06052022
AL0000009402022,07052022
AL0000009412022,30052022
AL0000009422022,08052022
AL0000009432022,30052022
AL0000009442022,08052022
AL0000009452022,27052022
AL0000009462022,08052022
AL0000009472022,22052022
AL0000009482022,21052022
AL0000009492022,08052022
AL0000009502022,20052022
AL0000009512022,08052022
AL0000009522022,20052022
AL0000009532022,10052022
AL0000009542022,11052022
AL0000009552022,11052022
AL0000009562022,19052022
AL0000009572022,12052022
AL0000009582022,14052022
AL0000009592022,14052022
AL0000009602022,14052022
AL0000009612022,15052022
AL0000009622022,15052022
AL0000009632022,15052022
AL0000009642022,15052022
AL0000009652022,16052022
AL0000009662022,16052022
AL0000009672022,16052022
AL0000009682022,17052022
AL0000009692022,17052022
AL0000009702022,19052022
AL0000009712022,28052022
AL0000009722022,08052022
AL0000009732022,16052022
AL0000009742022,14052022
AL0000009752022,15052022
AL0000009762022,09052022
AL0000009772022,31052022
AL0000009782022,31052022
AL0000009792022,27052022
AL0000009802022,26052022
AL0000009812022,23052022
AL0000009822022,23052022
AL0000009832022,21052022
AL0000009842022,21052022
AL0000009852022,21052022
AL0000009862022,20052022
AL0000009872022,20052022
AL0000009882022,20052022
AL0000009892022,19052022
AL0000009902022,24052022
AL0000009912022,19052022
AL0000009922022,19052022
AL0000009932022,24052022
AL0000009942022,19052022
AL0000009952022,27052022
AL0000009962022,19052022
AL0000009972022,22052022
AL0000009982022,18052022
AL0000009992022,22052022
AL0000010002022,17052022
AL0000010012022,21052022
AL0000010022022,17052022
AL0000010032022,21052022
AL0000010042022,14052022
AL0000010052022,14052022
AL0000010062022,20052022
AL0000010072022,16052022
AL0000010082022,15052022
AL0000010092022,13052022
AL0000010102022,14052022
AL0000010112022,12052022
AL0000010122022,12052022
AL0000010132022,10052022
AL0000010142022,10052022
AL0000010152022,10052022
AL0000010162022,09052022
AL0000010172022,11052022
AL0000010182022,11052022
AL0000010192022,10052022
AL0000010202022,09052022
AL0000010212022,06052022
AL0000010222022,09052022
AL0000010232022,06052022
AL0000010242022,02052022
AL0000010252022,07052022
AL0000010262022,08052022
AL0000010272022,08052022
AL0000010282022,09052022
AL0000010292022,04062022
AL0000010302022,06062022
AL0000010312022,02052022
AL0000010322022,15052022
AL0000010332022,18052022
AL0000010342022,15052022
AL0000010352022,06052022
AL0000010362022,09052022
AL0000010372022,09052022
AL0000010382022,07052022
AL0000010392022,28052022
AL0000010402022,20052022
AL0000010412022,20052022
AL0000010422022,08052022
AL0000010432022,04052022
AL0000010442022,19052022
AL0000010452022,14052022
AL0000010462022,11052022
AL0000010472022,14052022
AL0000010482022,09052022
AL0000010492022,02052022
AL0000010502022,13052022
AL0000010512022,05052022
AL0000010522022,05052022
AL0000010532022,31052022
AL0000010542022,28052022
AL0000010552022,27052022
AL0000010562022,20052022
AL0000010572022,22052022
AL0000010582022,20052022
AL0000010592022,02052022
AL0000010602022,13052022
AL0000010612022,15052022
AL0000010622022,09052022
AL0000010632022,12052022
AL0000010642022,01052022
AL0000010652022,02052022
AL0000010662022,11052022
AL0000010672022,29052022
AL0000010682022,16052022
AL0000010692022,14052022
AL0000010702022,20052022
AL0000010712022,02052022
AL0000010722022,21052022
AL0000010732022,11052022
AL0000010742022,07052022
AL0000010752022,10052022
AL0000010762022,06052022
AL0000010772022,29052022
AL0000010782022,18052022
AL0000010792022,06052022
AL0000010802022,11052022
AL0000010812022,31052022
AL0000010822022,19052022
AL0000010832022,31052022
AL0000010842022,29052022
AL0000010852022,03052022
AL0000010862022,28052022
AL0000010872022,19052022
AL0000010882022,20052022
AL0000010892022,03052022
AL0000010902022,04052022
AL0000010912022,18052022
AL0000010922022,14052022
AL0000010932022,13022022
AL0000010942022,04052022
AL0000010952022,05052022
AL0000010962022,08052022
AL0000010972022,09052022
AL0000010982022,12052022
AL0000010992022,20052022
AL0000011002022,21052022
AL0000011012022,14052022
AL0000011022022,24052022
AL0000011032022,27052022
AL0000011042022,28052022
AL0000011052022,28052022
AL0000011062022,19052022
AL0000011072022,19052022
AL0000011082022,19052022
AL0000011092022,20052022
AL0000011102022,26052022
AL0000011112022,18052022
AL0000011122022,10052022
AL0000011132022,08052022
AL0000011142022,06052022
AL0000011152022,01062022
AL0000011162022,01062022
AL0000011172022,03062022
AL0000011182022,04062022
AL0000011192022,04062022
AL0000011202022,04062022
AL0000011212022,05062022
AL0000011222022,05062022
AL0000011232022,06062022
AL0000011242022,09062022
AL0000011252022,09062022
AL0000011262022,11062022
AL0000011272022,11062022
AL0000011292022,12062022
AL0000011302022,12062022
AL0000011312022,14062022
AL0000011322022,15062022
AL0000011332022,13062022
AL0000011342022,17062022
AL0000011352022,18062022
AL0000011362022,18062022
AL0000011372022,19062022
AL0000011382022,19062022
AL0000011402022,20062022
AL0000011412022,22062022
AL0000011422022,22062022
AL0000011432022,24062022
AL0000011442022,27062022
AL0000011452022,27062022
AL0000011462022,29062022
AL0000011472022,29062022
AL0000011482022,30062022
AL0000011492022,30062022
AL0000011502022,13062022
AL0000011512022,14012022
AL0000011522022,20022022
AL0000011532022,15032022
AL0000011542022,10062022
AL0000011552022,27032022
AL0000011562022,17062022
AL0000011572022,05062022
AL0000011582022,03062022
AL0000011592022,04062022
AL0000011602022,07062022
AL0000011612022,10062022
AL0000011622022,13062022
AL0000011632022,15062022
AL0000011642022,14062022
AL0000011652022,17062022
AL0000011662022,18062022
AL0000011672022,05062022
